bampath,bamorder,sample_name,sample_metadata_id,revbayes_bampath,Date of collection,village,method,position,Coumpound ID,sample,species,conc (ng/ul),estimated total (ng),qPCR Plate,Well,Cluster,lat,long,month,year,treated
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/B8_10_EKDN220028767-1A_H5JF5DSX5_L3/B8_10_EKDN220028767-1A_H5JF5DSX5_L3.srt.dp.bam,209,B8_10,B8_10,/move_bioinfo/anopheles_cnrfp/bam/B8_10_EKDN220028767-1A_H5JF5DSX5_L3.srt.dp.bam,11/09/2015,LOMBO,CDC,INT,218,136-16,gambiae,4.0368,2018.4,10,B8,18,10.07051,-4.30001,9,2015,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/B8_11_EKDN220028826-1A_H5J72DSX5_L1/B8_11_EKDN220028826-1A_H5J72DSX5_L1.srt.dp.bam,210,B8_11,B8_11,/move_bioinfo/anopheles_cnrfp/bam/B8_11_EKDN220028826-1A_H5J72DSX5_L1.srt.dp.bam,01/07/2015,YABLE I,CDC,INT,284,541-3,gambiae,3.3736,1686.8,11,B8,4,10.31913,-4.38869,7,2015,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/B8_12_EKDN220028884-1A_H5JF5DSX5_L3/B8_12_EKDN220028884-1A_H5JF5DSX5_L3.srt.dp.bam,211,B8_12,B8_12,/move_bioinfo/anopheles_cnrfp/bam/B8_12_EKDN220028884-1A_H5JF5DSX5_L3.srt.dp.bam,12/07/2015,NATIERA,CDC,INT,18,657-7,gambiae,3.6784,1839.2,12,B8,10,10.69726,-4.44495,7,2015,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/B8_13_EKDN220028938-1A_H3VYYDSX5_L2/B8_13_EKDN220028938-1A_H3VYYDSX5_L2.srt.dp.bam,212,B8_13,B8_13,/move_bioinfo/anopheles_cnrfp/bam/B8_13_EKDN220028938-1A_H3VYYDSX5_L2.srt.dp.bam,24/07/2015,BAKARIDJAN I,CDC,INT,335,906-1,gambiae,4.2584,2129.2,13,B8,9,10.20378,-4.39405,7,2015,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/B8_1_EKDN220028144-1A_H5F7CDSX5_L4/B8_1_EKDN220028144-1A_H5F7CDSX5_L4.srt.dp.bam,213,B8_1,B8_1,/move_bioinfo/anopheles_cnrfp/bam/B8_1_EKDN220028144-1A_H5F7CDSX5_L4.srt.dp.bam,30/07/2014,KANKOUNADENI,CDC,INT,13,280-1,gambiae,1.66,828,1,B8,36,10.48214,-4.61734,7,2014,0
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/B8_2_EKDN220028218-1A_H57WKDSX5_L1/B8_2_EKDN220028218-1A_H57WKDSX5_L1.srt.dp.bam,214,B8_2,B8_2,/move_bioinfo/anopheles_cnrfp/bam/B8_2_EKDN220028218-1A_H57WKDSX5_L1.srt.dp.bam,09/11/2015,PONT MAURICE,CDC,INT,683,310-16,gambiae,1.74,872.4,2,B8,11,10.66015,-4.51636,11,2015,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/B8_3_EKDN220028280-1A_H3NGLDSX5_L2/B8_3_EKDN220028280-1A_H3NGLDSX5_L2.srt.dp.bam,215,B8_3,B8_3,/move_bioinfo/anopheles_cnrfp/bam/B8_3_EKDN220028280-1A_H3NGLDSX5_L2.srt.dp.bam,03/09/2015,KANGOUNABA I,CDC,INT,36,111b-7,gambiae,1.7352,867.6,3,B8,1,10.58465,-4.54745,9,2015,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/B8_4_EKDN220028352-1A_H5J72DSX5_L2/B8_4_EKDN220028352-1A_H5J72DSX5_L2.srt.dp.bam,216,B8_4,B8_4,/move_bioinfo/anopheles_cnrfp/bam/B8_4_EKDN220028352-1A_H5J72DSX5_L2.srt.dp.bam,07/09/2015,TIEFORA II,CDC,INT,853,125-3,gambiae,1.048,524,4,B8,11,10.66015,-4.51636,9,2015,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/B8_5_EKDN220028423-1A_H5GV5DSX5_L1/B8_5_EKDN220028423-1A_H5GV5DSX5_L1.srt.dp.bam,217,B8_5,B8_5,/move_bioinfo/anopheles_cnrfp/bam/B8_5_EKDN220028423-1A_H5GV5DSX5_L1.srt.dp.bam,03/09/2014,BOUNOUMBA,CDC,INT,323,112a-8,gambiae,3.5672,1783.6,5,B8,4,10.31913,-4.38869,9,2014,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/B8_6_EKDN220028497-1A_H5J72DSX5_L2/B8_6_EKDN220028497-1A_H5J72DSX5_L2.srt.dp.bam,218,B8_6,B8_6,/move_bioinfo/anopheles_cnrfp/bam/B8_6_EKDN220028497-1A_H5J72DSX5_L2.srt.dp.bam,08/09/2014,SANHOUNOU,CDC,INT,235,135-5,gambiae,2.31,1155.6,6,B8,12,10.67426,-4.59349,9,2014,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/B8_7_EKDN220028563-1A_H3NGLDSX5_L2/B8_7_EKDN220028563-1A_H3NGLDSX5_L2.srt.dp.bam,219,B8_7,B8_7,/move_bioinfo/anopheles_cnrfp/bam/B8_7_EKDN220028563-1A_H3NGLDSX5_L2.srt.dp.bam,12/09/2014,LOMBO,CDC,INT,218,34-18,gambiae,3.084,1542,7,B8,18,10.07051,-4.30001,9,2014,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/B8_9_EKDN220028699-1A_H3YFWDSX5_L2/B8_9_EKDN220028699-1A_H3YFWDSX5_L2.srt.dp.bam,220,B8_9,B8_9,/move_bioinfo/anopheles_cnrfp/bam/B8_9_EKDN220028699-1A_H3YFWDSX5_L2.srt.dp.bam,10/09/2015,KOFING,CDC,INT,408,128-6,gambiae,6.4888,3244.4,9,B8,9,10.20378,-4.39405,9,2015,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/B9_10_EKDN220028768-1A_H5JF5DSX5_L3/B9_10_EKDN220028768-1A_H5JF5DSX5_L3.srt.dp.bam,221,B9_10,B9_10,/move_bioinfo/anopheles_cnrfp/bam/B9_10_EKDN220028768-1A_H5JF5DSX5_L3.srt.dp.bam,16/09/2015,SISRANKA,CDC,INT,89,139b-6,gambiae,2.2232,1111.6,10,B9,29,10.40929,-4.61967,9,2015,0
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/B9_11_EKDN220028827-1A_H5J72DSX5_L1/B9_11_EKDN220028827-1A_H5J72DSX5_L1.srt.dp.bam,222,B9_11,B9_11,/move_bioinfo/anopheles_cnrfp/bam/B9_11_EKDN220028827-1A_H5J72DSX5_L1.srt.dp.bam,07/07/2015,KANKOUNADENI,CDC,INT,13,519-1,gambiae,4.7024,2351.2,11,B9,36,10.48214,-4.61734,7,2015,0
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/B9_12_EKDN220028885-1A_H5JF5DSX5_L3/B9_12_EKDN220028885-1A_H5JF5DSX5_L3.srt.dp.bam,223,B9_12,B9_12,/move_bioinfo/anopheles_cnrfp/bam/B9_12_EKDN220028885-1A_H5JF5DSX5_L3.srt.dp.bam,14/07/2015,SANHOUROU,CDC,INT,235,028-1,gambiae,4.2232,2111.6,12,B9,12,10.67426,-4.59349,7,2015,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/B9_13_EKDN220028939-1A_H3VYYDSX5_L2/B9_13_EKDN220028939-1A_H3VYYDSX5_L2.srt.dp.bam,224,B9_13,B9_13,/move_bioinfo/anopheles_cnrfp/bam/B9_13_EKDN220028939-1A_H3VYYDSX5_L2.srt.dp.bam,24/07/2015,BOLOMAKOTE,CDC,INT,214,924-3,gambiae,2.652,1326,13,B9,37,10.23163,-4.4324,7,2015,0
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/B9_1_EKDN220028145-1A_H5F7CDSX5_L4/B9_1_EKDN220028145-1A_H5F7CDSX5_L4.srt.dp.bam,225,B9_1,B9_1,/move_bioinfo/anopheles_cnrfp/bam/B9_1_EKDN220028145-1A_H5F7CDSX5_L4.srt.dp.bam,15/08/2014,LOMBO,CDC,INT,140,501-1,gambiae,1.93,964,1,B9,18,10.07051,-4.30001,8,2014,0
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/B9_2_EKDN220028219-1A_H57WKDSX5_L1/B9_2_EKDN220028219-1A_H57WKDSX5_L1.srt.dp.bam,226,B9_2,B9_2,/move_bioinfo/anopheles_cnrfp/bam/B9_2_EKDN220028219-1A_H57WKDSX5_L1.srt.dp.bam,09/11/2015,DASSORPIRE,CDC,INT,990,311-5,gambiae,2.35,1173.6,2,B9,12,10.67426,-4.59349,11,2015,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/B9_4_EKDN220028353-1A_H5J72DSX5_L1/B9_4_EKDN220028353-1A_H5J72DSX5_L1.srt.dp.bam,227,B9_4,B9_4,/move_bioinfo/anopheles_cnrfp/bam/B9_4_EKDN220028353-1A_H5J72DSX5_L1.srt.dp.bam,09/09/2015,BOUSSANRA I,CDC,INT,4,126-4,gambiae,1.556,778,4,B9,26,10.50926,-4.57797,9,2015,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/B9_5_EKDN220028424-1A_H5GV5DSX5_L1/B9_5_EKDN220028424-1A_H5GV5DSX5_L1.srt.dp.bam,228,B9_5,B9_5,/move_bioinfo/anopheles_cnrfp/bam/B9_5_EKDN220028424-1A_H5GV5DSX5_L1.srt.dp.bam,03/09/2014,FRIGARA,CDC,INT,502,113a-4,gambiae,3.9836,1991.8,5,B9,20,10.49796,-4.46115,9,2014,0
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/B9_6_EKDN220028498-1A_H5J72DSX5_L2/B9_6_EKDN220028498-1A_H5J72DSX5_L2.srt.dp.bam,229,B9_6,B9_6,/move_bioinfo/anopheles_cnrfp/bam/B9_6_EKDN220028498-1A_H5J72DSX5_L2.srt.dp.bam,08/09/2014,SANHOUNOU,CDC,INT,235,135-13,gambiae,4.66,2332,6,B9,12,10.67426,-4.59349,9,2014,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/B9_8_EKDN220028628-1A_H5J72DSX5_L2/B9_8_EKDN220028628-1A_H5J72DSX5_L2.srt.dp.bam,230,B9_8,B9_8,/move_bioinfo/anopheles_cnrfp/bam/B9_8_EKDN220028628-1A_H5J72DSX5_L2.srt.dp.bam,23/09/2014,KANKOUNADENI,CDC,INT,89,1227-4,gambiae,3.2216,1610.8,8,B9,36,10.48214,-4.61734,9,2014,0
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/B9_9_EKDN220028700-1A_H3V53DSX5_L2/B9_9_EKDN220028700-1A_H3V53DSX5_L2.srt.dp.bam,231,B9_9,B9_9,/move_bioinfo/anopheles_cnrfp/bam/B9_9_EKDN220028700-1A_H3V53DSX5_L2.srt.dp.bam,10/09/2015,KOFLANDE,CDC,INT,17,129-1,gambiae,3.1068,1553.4,9,B9,37,10.23163,-4.4324,9,2015,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/bf_1019_1_FKDN220233822-1A_HN5M2DSX3_L2/bf_1019_1_FKDN220233822-1A_HN5M2DSX3_L2.srt.dp.bam,232,bf_1019_1,A5_7,/move_bioinfo/anopheles_cnrfp/bam/bf_1019_1_FKDN220233822-1A_HN5M2DSX3_L2.srt.dp.bam,11/09/2014,BOUNOUBA,CDC,INT,22,1019-1,gambiae,4.428,2214,7,A5,39,10.26145,-4.36408,9,2014,0
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/bf_1019_4_FKDN220233821-1A_HN5M2DSX3_L2/bf_1019_4_FKDN220233821-1A_HN5M2DSX3_L2.srt.dp.bam,233,bf_1019_4,D5_7,/move_bioinfo/anopheles_cnrfp/bam/bf_1019_4_FKDN220233821-1A_HN5M2DSX3_L2.srt.dp.bam,11/09/2014,BOUNOUBA,CDC,INT,22,1019-4,gambiae,4.8856,2442.8,7,D5,39,10.26145,-4.36408,9,2014,0
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/bf_1019_6_FKDN220233820-1A_HN5M2DSX3_L2/bf_1019_6_FKDN220233820-1A_HN5M2DSX3_L2.srt.dp.bam,234,bf_1019_6,F5_7,/move_bioinfo/anopheles_cnrfp/bam/bf_1019_6_FKDN220233820-1A_HN5M2DSX3_L2.srt.dp.bam,11/09/2014,BOUNOUBA,CDC,INT,22,1019-6,gambiae,4.9976,2498.8,7,F5,39,10.26145,-4.36408,9,2014,0
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/bf_123a_10_FKDN220233792-1A_HN5M2DSX3_L2/bf_123a_10_FKDN220233792-1A_HN5M2DSX3_L2.srt.dp.bam,235,bf_123a_10,E3_6,/move_bioinfo/anopheles_cnrfp/bam/bf_123a_10_FKDN220233792-1A_HN5M2DSX3_L2.srt.dp.bam,07/09/2014,SOBARA II,CDC,INT,291,123a-10,gambiae,3.42,1708.8,6,E3,3,10.25882,-4.41593,9,2014,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/bf_123a_11_FKDN220233810-1A_HN5M2DSX3_L2/bf_123a_11_FKDN220233810-1A_HN5M2DSX3_L2.srt.dp.bam,236,bf_123a_11,F3_6,/move_bioinfo/anopheles_cnrfp/bam/bf_123a_11_FKDN220233810-1A_HN5M2DSX3_L2.srt.dp.bam,07/09/2014,SOBARA II,CDC,INT,291,123a-11,gambiae,3.03,1513,6,F3,3,10.25882,-4.41593,9,2014,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/bf_123a_15_FKDN220233811-1A_HN5M2DSX3_L2/bf_123a_15_FKDN220233811-1A_HN5M2DSX3_L2.srt.dp.bam,237,bf_123a_15,B4_6,/move_bioinfo/anopheles_cnrfp/bam/bf_123a_15_FKDN220233811-1A_HN5M2DSX3_L2.srt.dp.bam,07/09/2014,SOBARA II,CDC,INT,291,123a-15,gambiae,3.03,1514.2,6,B4,3,10.25882,-4.41593,9,2014,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/bf_123a_16_FKDN220233793-1A_HN5M2DSX3_L2/bf_123a_16_FKDN220233793-1A_HN5M2DSX3_L2.srt.dp.bam,238,bf_123a_16,C4_6,/move_bioinfo/anopheles_cnrfp/bam/bf_123a_16_FKDN220233793-1A_HN5M2DSX3_L2.srt.dp.bam,07/09/2014,SOBARA II,CDC,INT,291,123a-16,gambiae,3.26,1627.6,6,C4,3,10.25882,-4.41593,9,2014,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/bf_123a_17_FKDN220233791-1A_HN5M2DSX3_L2/bf_123a_17_FKDN220233791-1A_HN5M2DSX3_L2.srt.dp.bam,239,bf_123a_17,D4_6,/move_bioinfo/anopheles_cnrfp/bam/bf_123a_17_FKDN220233791-1A_HN5M2DSX3_L2.srt.dp.bam,07/09/2014,SOBARA II,CDC,INT,291,123a-17,gambiae,4.35,2176.4,6,D4,3,10.25882,-4.41593,9,2014,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/bf_123a_18_FKDN220233789-1A_HN5M2DSX3_L2/bf_123a_18_FKDN220233789-1A_HN5M2DSX3_L2.srt.dp.bam,240,bf_123a_18,E4_6,/move_bioinfo/anopheles_cnrfp/bam/bf_123a_18_FKDN220233789-1A_HN5M2DSX3_L2.srt.dp.bam,07/09/2014,SOBARA II,CDC,INT,291,123a-18,gambiae,5.58,2789,6,E4,3,10.25882,-4.41593,9,2014,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/bf_123a_2_FKDN220233813-1A_HN5M2DSX3_L2/bf_123a_2_FKDN220233813-1A_HN5M2DSX3_L2.srt.dp.bam,241,bf_123a_2,A5_6,/move_bioinfo/anopheles_cnrfp/bam/bf_123a_2_FKDN220233813-1A_HN5M2DSX3_L2.srt.dp.bam,08/09/2014,TIEFORA II,CDC,INT,871,132a-2,gambiae,1.97,987.2,6,A5,11,10.66015,-4.51636,9,2014,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/bf_123a_3_FKDN220233790-1A_HN5M2DSX3_L2/bf_123a_3_FKDN220233790-1A_HN5M2DSX3_L2.srt.dp.bam,242,bf_123a_3,B5_6,/move_bioinfo/anopheles_cnrfp/bam/bf_123a_3_FKDN220233790-1A_HN5M2DSX3_L2.srt.dp.bam,08/09/2014,TIEFORA II,CDC,INT,871,132a-3,gambiae,3.28,1637.8,6,B5,11,10.66015,-4.51636,9,2014,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/bf_123a_4_FKDN220233809-1A_HN5M2DSX3_L2/bf_123a_4_FKDN220233809-1A_HN5M2DSX3_L2.srt.dp.bam,243,bf_123a_4,C5_6,/move_bioinfo/anopheles_cnrfp/bam/bf_123a_4_FKDN220233809-1A_HN5M2DSX3_L2.srt.dp.bam,08/09/2014,TIEFORA II,CDC,INT,871,132a-4,gambiae,1.99,994.2,6,C5,11,10.66015,-4.51636,9,2014,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/bf_123a_5_FKDN220233812-1A_HN5M2DSX3_L2/bf_123a_5_FKDN220233812-1A_HN5M2DSX3_L2.srt.dp.bam,244,bf_123a_5,D5_6,/move_bioinfo/anopheles_cnrfp/bam/bf_123a_5_FKDN220233812-1A_HN5M2DSX3_L2.srt.dp.bam,08/09/2014,TIEFORA II,CDC,INT,871,132a-5,gambiae,2.51,1256.6,6,D5,11,10.66015,-4.51636,9,2014,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/bf_133_2_FKDN220233788-1A_HN5M2DSX3_L2/bf_133_2_FKDN220233788-1A_HN5M2DSX3_L2.srt.dp.bam,245,bf_133_2,C4_10,/move_bioinfo/anopheles_cnrfp/bam/bf_133_2_FKDN220233788-1A_HN5M2DSX3_L2.srt.dp.bam,11/09/2015,DANDOUGOU,CDC,INT,46,133-2,gambiae,4.7928,2396.4,10,C4,2,10.10211,-4.3382,9,2015,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/bf_134_5_FKDN220233805-1A_HN5M2DSX3_L2/bf_134_5_FKDN220233805-1A_HN5M2DSX3_L2.srt.dp.bam,246,bf_134_5,B5_10,/move_bioinfo/anopheles_cnrfp/bam/bf_134_5_FKDN220233805-1A_HN5M2DSX3_L2.srt.dp.bam,11/09/2015,KIESSE(KEHINSA),CDC,INT,267,134-5,gambiae,4.398,2199,10,B5,2,10.10211,-4.3382,9,2015,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/bf_134_6_FKDN220233808-1A_HN5M2DSX3_L2/bf_134_6_FKDN220233808-1A_HN5M2DSX3_L2.srt.dp.bam,247,bf_134_6,C5_10,/move_bioinfo/anopheles_cnrfp/bam/bf_134_6_FKDN220233808-1A_HN5M2DSX3_L2.srt.dp.bam,11/09/2015,KIESSE(KEHINSA),CDC,INT,267,134-6,gambiae,3.2128,1606.4,10,C5,2,10.10211,-4.3382,9,2015,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/bf_28a_10_FKDN220233823-1A_HN5M2DSX3_L2/bf_28a_10_FKDN220233823-1A_HN5M2DSX3_L2.srt.dp.bam,248,bf_28a_10,F4_7,/move_bioinfo/anopheles_cnrfp/bam/bf_28a_10_FKDN220233823-1A_HN5M2DSX3_L2.srt.dp.bam,11/09/2014,BOUNOUBA,CDC,INT,109,28a-10,gambiae,4.2768,2138.4,7,F4,39,10.26145,-4.36408,9,2014,0
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/bf_28a_2_FKDN220233801-1A_HN5M2DSX3_L2/bf_28a_2_FKDN220233801-1A_HN5M2DSX3_L2.srt.dp.bam,249,bf_28a_2,F3_7,/move_bioinfo/anopheles_cnrfp/bam/bf_28a_2_FKDN220233801-1A_HN5M2DSX3_L2.srt.dp.bam,11/09/2014,BOUNOUBA,CDC,INT,109,28a-2,gambiae,5.7128,2856.4,7,F3,39,10.26145,-4.36408,9,2014,0
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/bf_28a_3_FKDN220233799-1A_HN5M2DSX3_L2/bf_28a_3_FKDN220233799-1A_HN5M2DSX3_L2.srt.dp.bam,250,bf_28a_3,G3_7,/move_bioinfo/anopheles_cnrfp/bam/bf_28a_3_FKDN220233799-1A_HN5M2DSX3_L2.srt.dp.bam,11/09/2014,BOUNOUBA,CDC,INT,109,28a-3,gambiae,7.7496,3874.8,7,G3,39,10.26145,-4.36408,9,2014,0
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/bf_28a_6_FKDN220233819-1A_HN5M2DSX3_L2/bf_28a_6_FKDN220233819-1A_HN5M2DSX3_L2.srt.dp.bam,251,bf_28a_6,B4_7,/move_bioinfo/anopheles_cnrfp/bam/bf_28a_6_FKDN220233819-1A_HN5M2DSX3_L2.srt.dp.bam,11/09/2014,BOUNOUBA,CDC,INT,109,28a-6,gambiae,5.092,2546,7,B4,39,10.26145,-4.36408,9,2014,0
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/bf_28a_7_FKDN220233803-1A_HN5M2DSX3_L2/bf_28a_7_FKDN220233803-1A_HN5M2DSX3_L2.srt.dp.bam,252,bf_28a_7,C4_7,/move_bioinfo/anopheles_cnrfp/bam/bf_28a_7_FKDN220233803-1A_HN5M2DSX3_L2.srt.dp.bam,11/09/2014,BOUNOUBA,CDC,INT,109,28a-7,gambiae,5.332,2666,7,C4,39,10.26145,-4.36408,9,2014,0
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/bf_28a_8_FKDN220233802-1A_HN5M2DSX3_L2/bf_28a_8_FKDN220233802-1A_HN5M2DSX3_L2.srt.dp.bam,253,bf_28a_8,D4_7,/move_bioinfo/anopheles_cnrfp/bam/bf_28a_8_FKDN220233802-1A_HN5M2DSX3_L2.srt.dp.bam,11/09/2014,BOUNOUBA,CDC,INT,109,28a-8,gambiae,5.4008,2700.4,7,D4,39,10.26145,-4.36408,9,2014,0
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/bf_28a_9_FKDN220233800-1A_HN5M2DSX3_L2/bf_28a_9_FKDN220233800-1A_HN5M2DSX3_L2.srt.dp.bam,254,bf_28a_9,E4_7,/move_bioinfo/anopheles_cnrfp/bam/bf_28a_9_FKDN220233800-1A_HN5M2DSX3_L2.srt.dp.bam,11/09/2014,BOUNOUBA,CDC,INT,109,28a-9,gambiae,5.848,2924,7,E4,39,10.26145,-4.36408,9,2014,0
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/bf_418_1_FKDN220233814-1A_HN5M2DSX3_L2/bf_418_1_FKDN220233814-1A_HN5M2DSX3_L2.srt.dp.bam,255,bf_418_1,D5_11,/move_bioinfo/anopheles_cnrfp/bam/bf_418_1_FKDN220233814-1A_HN5M2DSX3_L2.srt.dp.bam,01/07/2015,YABLE I,CDC,INT,284,418-1,gambiae,6.5816,3290.8,11,D5,4,10.31913,-4.38869,7,2015,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/bf_424_1_FKDN220233817-1A_HN5M2DSX3_L2/bf_424_1_FKDN220233817-1A_HN5M2DSX3_L2.srt.dp.bam,256,bf_424_1,E5_11,/move_bioinfo/anopheles_cnrfp/bam/bf_424_1_FKDN220233817-1A_HN5M2DSX3_L2.srt.dp.bam,01/07/2015,YABLE I,CDC,INT,290,424-1,gambiae,4.6268,2313.4,11,E5,4,10.31913,-4.38869,7,2015,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/bf_424_3_FKDN220233818-1A_HN5M2DSX3_L2/bf_424_3_FKDN220233818-1A_HN5M2DSX3_L2.srt.dp.bam,257,bf_424_3,G5_11,/move_bioinfo/anopheles_cnrfp/bam/bf_424_3_FKDN220233818-1A_HN5M2DSX3_L2.srt.dp.bam,01/07/2015,YABLE I,CDC,INT,290,424-3,gambiae,4.4836,2241.8,11,G5,4,10.31913,-4.38869,7,2015,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/bf_424_5_FKDN220233796-1A_HN5M2DSX3_L2/bf_424_5_FKDN220233796-1A_HN5M2DSX3_L2.srt.dp.bam,258,bf_424_5,A6_11,/move_bioinfo/anopheles_cnrfp/bam/bf_424_5_FKDN220233796-1A_HN5M2DSX3_L2.srt.dp.bam,01/07/2015,YABLE I,CDC,INT,290,424-5,gambiae,8.9504,4475.2,11,A6,4,10.31913,-4.38869,7,2015,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/bf_427_1_FKDN220233815-1A_HN5M2DSX3_L2/bf_427_1_FKDN220233815-1A_HN5M2DSX3_L2.srt.dp.bam,259,bf_427_1,C6_11,/move_bioinfo/anopheles_cnrfp/bam/bf_427_1_FKDN220233815-1A_HN5M2DSX3_L2.srt.dp.bam,01/07/2015,YABLE I,CDC,INT,309,427-1,gambiae,5.5352,2767.6,11,C6,4,10.31913,-4.38869,7,2015,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/bf_427_3_FKDN220233795-1A_HN5M2DSX3_L2/bf_427_3_FKDN220233795-1A_HN5M2DSX3_L2.srt.dp.bam,260,bf_427_3,E6_11,/move_bioinfo/anopheles_cnrfp/bam/bf_427_3_FKDN220233795-1A_HN5M2DSX3_L2.srt.dp.bam,01/07/2015,YABLE I,CDC,INT,309,427-3,gambiae,9.1428,4571.4,11,E6,4,10.31913,-4.38869,7,2015,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/bf_428_2_FKDN220233816-1A_HN5M2DSX3_L2/bf_428_2_FKDN220233816-1A_HN5M2DSX3_L2.srt.dp.bam,261,bf_428_2,D7_11,/move_bioinfo/anopheles_cnrfp/bam/bf_428_2_FKDN220233816-1A_HN5M2DSX3_L2.srt.dp.bam,01/07/2015,BOUNOUMBA,CDC,INT,323,428-2,gambiae,4.8276,2413.8,11,D7,4,10.31913,-4.38869,7,2015,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/bf_542_2_FKDN220233797-1A_HN5M2DSX3_L2/bf_542_2_FKDN220233797-1A_HN5M2DSX3_L2.srt.dp.bam,262,bf_542_2,H6_11,/move_bioinfo/anopheles_cnrfp/bam/bf_542_2_FKDN220233797-1A_HN5M2DSX3_L2.srt.dp.bam,01/07/2015,YABLE I,CDC,INT,284,542-2,gambiae,8.766,4383,11,H6,4,10.31913,-4.38869,7,2015,1
